# TOPAS Version: 3.9
# Parameter File: /Users/louiskunz/PycharmProjects/OncoAMBER/TOPAS_new_geom.txt
# Results for scorer: MyScorer
# Scored in component: Tumor
# X in 25 bins of 0.12 cm
# Y in 25 bins of 0.12 cm
# Z in 25 bins of 0.12 cm
# DoseToMedium ( Gy ) : Sum   
0, 0, 0, 2.410773959127255e-05
0, 0, 1, 2.415726521576289e-05
0, 0, 2, 2.347851841477677e-05
0, 0, 3, 2.257240339531563e-05
0, 0, 4, 2.426960782031529e-05
0, 0, 5, 2.311067328264471e-05
0, 0, 6, 2.268692151119467e-05
0, 0, 7, 2.24643517867662e-05
0, 0, 8, 2.227798540843651e-05
0, 0, 9, 2.125654100382235e-05
0, 0, 10, 2.080367994494736e-05
0, 0, 11, 1.961978523468133e-05
0, 0, 12, 2.028856397373602e-05
0, 0, 13, 1.889389568532351e-05
0, 0, 14, 1.83637130248826e-05
0, 0, 15, 1.831616646086331e-05
0, 0, 16, 1.665942545514554e-05
0, 0, 17, 1.623462776478846e-05
0, 0, 18, 1.484739368606824e-05
0, 0, 19, 1.467736183258239e-05
0, 0, 20, 1.2283855539863e-05
0, 0, 21, 1.058479301718762e-05
0, 0, 22, 8.667376278026495e-06
0, 0, 23, 6.826840035500936e-06
0, 0, 24, 4.200941930321278e-06
0, 1, 0, 3.021390330104623e-05
0, 1, 1, 3.03857923427131e-05
0, 1, 2, 2.917605161201209e-05
0, 1, 3, 3.095058127655648e-05
0, 1, 4, 2.944610969279893e-05
0, 1, 5, 2.933692485385109e-05
0, 1, 6, 2.774180393316783e-05
0, 1, 7, 2.810525984386913e-05
0, 1, 8, 2.720643897191621e-05
0, 1, 9, 2.751199281192385e-05
0, 1, 10, 2.740394484135322e-05
0, 1, 11, 2.675670111784711e-05
0, 1, 12, 2.529141602281015e-05
0, 1, 13, 2.444700294290669e-05
0, 1, 14, 2.265844159410335e-05
0, 1, 15, 2.160614349122625e-05
0, 1, 16, 1.947015880432446e-05
0, 1, 17, 1.794396848708857e-05
0, 1, 18, 1.768028050719295e-05
0, 1, 19, 1.595248795638327e-05
0, 1, 20, 1.370601603412069e-05
0, 1, 21, 1.11135723273037e-05
0, 1, 22, 9.032809430209454e-06
0, 1, 23, 6.74144939694088e-06
0, 1, 24, 4.189265382592566e-06
0, 2, 0, 3.130752884317189e-05
0, 2, 1, 3.329958053654991e-05
0, 2, 2, 3.272377944085747e-05
0, 2, 3, 3.295799615443684e-05
0, 2, 4, 3.175608435412869e-05
0, 2, 5, 3.194592864019796e-05
0, 2, 6, 3.17468075081706e-05
0, 2, 7, 3.019239011337049e-05
0, 2, 8, 2.936285818577744e-05
0, 2, 9, 2.90215957647888e-05
0, 2, 10, 2.908601345552597e-05
0, 2, 11, 2.756074900389649e-05
0, 2, 12, 2.685318213480059e-05
0, 2, 13, 2.411563036730513e-05
0, 2, 14, 2.222916191385593e-05
0, 2, 15, 2.126528488588519e-05
0, 2, 16, 1.959872133738827e-05
0, 2, 17, 1.96490109374281e-05
0, 2, 18, 1.836756928241812e-05
0, 2, 19, 1.668825461820234e-05
0, 2, 20, 1.405712828272954e-05
0, 2, 21, 1.160786632681265e-05
0, 2, 22, 9.790554940991569e-06
0, 2, 23, 7.187049050116912e-06
0, 2, 24, 3.756564183277078e-06
0, 3, 0, 3.163172004860826e-05
