# TOPAS Version: 3.9
# Parameter File: BasicParameters.txt
# Results for scorer: MyScorer
# Scored in component: MyBox
# X in 10 bins of 2 cm
# Y in 10 bins of 2 cm
# Z in 10 bins of 2 cm
# DoseToMedium ( Gy ) : Sum   
0, 0, 0, 1.613183753246261e-10
0, 0, 1, 4.568240230540255e-11
0, 0, 2, 1.801703647386077e-10
0, 0, 3, 2.513806107717897e-10
0, 0, 4, 2.874624427384731e-10
0, 0, 5, 3.731443209975538e-10
0, 0, 6, 7.264159274100734e-10
0, 0, 7, 4.612747961374453e-09
0, 0, 8, 6.698174015440372e-09
0, 0, 9, 5.632742272609903e-09
0, 1, 0, 2.152121258980344e-10
0, 1, 1, 2.003517907134267e-10
0, 1, 2, 3.264423176219111e-10
0, 1, 3, 1.783196784677088e-10
0, 1, 4, 2.383949426754128e-10
0, 1, 5, 2.78425754673961e-10
0, 1, 6, 8.96793639348914e-10
0, 1, 7, 4.880079451652364e-09
0, 1, 8, 7.232664245293563e-09
0, 1, 9, 7.965423876044042e-09
0, 2, 0, 1.14064140077641e-10
0, 2, 1, 1.210861272360475e-10
0, 2, 2, 8.130857098720412e-12
0, 2, 3, 3.098663270417745e-10
0, 2, 4, 2.645766106201819e-10
0, 2, 5, 3.186373664920694e-10
0, 2, 6, 5.084663246002208e-10
0, 2, 7, 4.676431242245371e-09
0, 2, 8, 7.285399838963258e-09
0, 2, 9, 6.612922653914666e-09
0, 3, 0, 1.905211405306417e-10
0, 3, 1, 1.015596287623488e-10
0, 3, 2, 8.418978708624181e-11
0, 3, 3, 8.399712869699982e-11
0, 3, 4, 2.670314802610818e-10
0, 3, 5, 1.396584237145504e-10
0, 3, 6, 8.306984544681484e-10
0, 3, 7, 4.695677180421853e-09
0, 3, 8, 6.398495955295402e-09
0, 3, 9, 5.699476446352492e-09
0, 4, 0, 1.45060942424724e-11
0, 4, 1, 2.599529619340402e-11
0, 4, 2, 1.407839123057641e-10
0, 4, 3, 3.305543061493665e-10
0, 4, 4, 2.3256747916367e-10
0, 4, 5, 2.547592692359046e-10
0, 4, 6, 6.322755097265542e-10
0, 4, 7, 4.734196146216618e-09
0, 4, 8, 6.609749636510287e-09
0, 4, 9, 5.720640405826316e-09
0, 5, 0, 8.133604206816969e-11
0, 5, 1, 1.304215624386984e-10
0, 5, 2, 9.082194718512682e-11
0, 5, 3, 4.947747767047872e-11
0, 5, 4, 7.924725459185211e-11
0, 5, 5, 2.10352832374916e-10
0, 5, 6, 9.732452621591392e-10
0, 5, 7, 5.262661861848983e-09
0, 5, 8, 7.449704853002004e-09
0, 5, 9, 7.421023795473047e-09
0, 6, 0, 1.421194412154492e-10
0, 6, 1, 9.549713103629287e-11
0, 6, 2, 1.495206042312347e-10
0, 6, 3, 8.077441493448134e-12
0, 6, 4, 2.142669375260198e-10
0, 6, 5, 1.541659022663566e-10
0, 6, 6, 1.023546580825041e-09
0, 6, 7, 5.052791518522781e-09
0, 6, 8, 7.072665120233523e-09
0, 6, 9, 7.844834115644517e-09
0, 7, 0, 1.417701928074777e-10
0, 7, 1, 1.731591120490705e-10
0, 7, 2, 1.462662352347266e-10
0, 7, 3, 1.328456372684528e-10
0, 7, 4, 8.824342645485928e-11
0, 7, 5, 1.232522278682424e-10
0, 7, 6, 7.121813694332957e-10
0, 7, 7, 4.984053170176139e-09
0, 7, 8, 6.977491029402927e-09
0, 7, 9, 6.900241267260299e-09
0, 8, 0, 3.921227231806768e-11
0, 8, 1, 3.813074855862908e-11
0, 8, 2, 1.487438783254191e-10
0, 8, 3, 1.143414529725106e-10
0, 8, 4, 2.060316778296212e-10
0, 8, 5, 5.633068664301355e-11
0, 8, 6, 8.609331580977653e-10
0, 8, 7, 5.042151585143984e-09
0, 8, 8, 7.296184545424467e-09
0, 8, 9, 7.253949885210886e-09
0, 9, 0, 8.218208752408529e-11
0, 9, 1, 1.18522552883249e-10
0, 9, 2, 1.723237247341913e-10
0, 9, 3, 2.181134266254769e-11
0, 9, 4, 7.786116196228932e-11
0, 9, 5, 1.570425456343116e-10
0, 9, 6, 7.423533454620213e-10
0, 9, 7, 4.043930523778272e-09
0, 9, 8, 5.779734024713434e-09
0, 9, 9, 5.990406837241835e-09
1, 0, 0, 1.322012360693847e-10
1, 0, 1, 5.691128124318823e-11
1, 0, 2, 1.175027575239795e-10
1, 0, 3, 1.031527641082164e-11
1, 0, 4, 3.44886515180054e-11
1, 0, 5, 9.949644580453665e-11
1, 0, 6, 8.467700429726222e-10
1, 0, 7, 5.02717645289863e-09
1, 0, 8, 7.723636841205916e-09
1, 0, 9, 7.412194413802808e-09
1, 1, 0, 6.508796539933526e-12
1, 1, 1, 2.222653311401146e-11
1, 1, 2, 5.330200517073003e-11
1, 1, 3, 2.651836909783878e-11
1, 1, 4, 9.117736947394928e-12
1, 1, 5, 1.659082038418802e-10
1, 1, 6, 8.291613506905549e-10
1, 1, 7, 6.270588492895968e-09
1, 1, 8, 7.977456917274139e-09
1, 1, 9, 8.1109154947967e-09
1, 2, 0, 1.344365417599303e-11
1, 2, 1, 4.219109436820467e-11
1, 2, 2, 3.432186132523718e-11
1, 2, 3, 6.572167116081218e-11
1, 2, 4, 1.148745074758262e-11
1, 2, 5, 5.767895536190615e-11
1, 2, 6, 7.535259638480341e-10
1, 2, 7, 6.666003304900414e-09
1, 2, 8, 9.271917456032952e-09
1, 2, 9, 7.628206510901236e-09
1, 3, 0, 2.661313010243749e-11
1, 3, 1, 1.875847949195375e-10
1, 3, 2, 5.378557321744637e-11
1, 3, 3, 7.68016206187383e-11
1, 3, 4, 3.085031882732459e-11
1, 3, 5, 5.501158209519907e-11
1, 3, 6, 1.079813127802254e-09
1, 3, 7, 6.913741135150531e-09
1, 3, 8, 7.290465120490808e-09
1, 3, 9, 6.874461888628502e-09
1, 4, 0, 6.140916247732164e-11
1, 4, 1, 4.849197432488239e-11
1, 4, 2, 1.554084291810476e-11
1, 4, 3, 2.12332911669888e-11
1, 4, 4, 7.53063028602341e-11
1, 4, 5, 9.955210267253989e-11
1, 4, 6, 1.325963561171761e-09
1, 4, 7, 7.386460776359627e-09
1, 4, 8, 8.733981538000535e-09
1, 4, 9, 7.570032600767718e-09
1, 5, 0, 4.023481200987611e-11
1, 5, 1, 1.159045776022438e-11
1, 5, 2, 6.108868185611405e-12
1, 5, 3, 5.714477502305471e-11
1, 5, 4, 2.924365610779134e-11
1, 5, 5, 5.524124907507755e-11
1, 5, 6, 5.906788946852259e-10
1, 5, 7, 5.027526395195991e-09
1, 5, 8, 7.144983715789976e-09
1, 5, 9, 6.974143040849867e-09
1, 6, 0, 5.275671219329148e-11
1, 6, 1, 3.290478306494649e-11
1, 6, 2, 7.740204310824339e-11
1, 6, 3, 1.279653327745933e-10
1, 6, 4, 5.493511895382497e-11
1, 6, 5, 3.683588850611486e-11
1, 6, 6, 1.224663037646678e-09
1, 6, 7, 7.463994755596559e-09
1, 6, 8, 8.853471733516471e-09
1, 6, 9, 7.360217324503537e-09
1, 7, 0, 1.819194794805412e-11
1, 7, 1, 6.464311030907055e-11
1, 7, 2, 3.473776127860262e-11
1, 7, 3, 1.534882811127236e-11
1, 7, 4, 1.691725405594813e-11
1, 7, 5, 9.240912896002484e-11
1, 7, 6, 5.697170513130345e-10
1, 7, 7, 5.071671083101137e-09
1, 7, 8, 7.273525337581077e-09
1, 7, 9, 6.808777541777999e-09
1, 8, 0, 3.404714357668759e-11
1, 8, 1, 5.44426344284421e-11
1, 8, 2, 1.501481716736919e-10
1, 8, 3, 2.79301599209747e-11
1, 8, 4, 7.074101287390944e-12
1, 8, 5, 2.519353649310663e-11
1, 8, 6, 1.413988037768377e-09
1, 8, 7, 6.677228991947004e-09
1, 8, 8, 8.810907559109182e-09
1, 8, 9, 7.002220581142637e-09
1, 9, 0, 1.56299764797474e-10
1, 9, 1, 1.286326184457565e-10
1, 9, 2, 2.021262740514729e-10
1, 9, 3, 1.925451187378968e-10
1, 9, 4, 1.370537572320529e-10
1, 9, 5, 1.110192840436675e-10
1, 9, 6, 7.513918931500996e-10
1, 9, 7, 4.628030847442233e-09
1, 9, 8, 7.137234359078093e-09
1, 9, 9, 7.092419540555284e-09
2, 0, 0, 1.031788543492951e-10
2, 0, 1, 2.5872901043833e-10
2, 0, 2, 2.244251035010691e-10
2, 0, 3, 5.430503616232762e-11
2, 0, 4, 2.393477083195705e-10
2, 0, 5, 2.690015432627035e-10
2, 0, 6, 6.484026093822592e-10
2, 0, 7, 4.597898062286276e-09
2, 0, 8, 6.834859345161703e-09
2, 0, 9, 7.260476664328053e-09
2, 1, 0, 3.776258385851383e-12
2, 1, 1, 4.171110332129579e-11
2, 1, 2, 4.743237053128624e-11
2, 1, 3, 5.108757861194135e-11
2, 1, 4, 5.763027208227633e-11
2, 1, 5, 3.507351353793098e-11
2, 1, 6, 1.395718651764355e-09
2, 1, 7, 5.990242080144981e-09
2, 1, 8, 8.649351457279408e-09
2, 1, 9, 8.533797668519583e-09
2, 2, 0, 1.494174922678226e-11
2, 2, 1, 1.497725554688856e-11
2, 2, 2, 5.256180560242463e-11
2, 2, 3, 5.764230065485876e-11
2, 2, 4, 3.182955288227873e-11
2, 2, 5, 5.212028378331901e-11
2, 2, 6, 1.345829336862892e-09
